"RowNumber","CustomerId","ProfitScore","Exited","Age","Cumamountpaidout","Numofinsurances","EstimatedSalary","Geography","IsActiveMember"
1151,15722993,700,0,27,137963.07,1,8996.79,"France",0
1152,15752463,826,0,29,129938.07,1,190200.53,"Spain",1
1153,15589754,652,0,45,151421.44,1,115333.43,"Germany",1
1154,15669899,755,1,45,135643,1,143619.52,"Germany",0
1155,15766887,538,0,39,122773.5,2,58467.08,"Spain",1
1156,15768006,729,0,34,152303.8,1,12128.69,"France",0
1157,15741295,615,0,49,0,2,49872.33,"France",1
1158,15811327,700,0,54,79415.67,1,139735.54,"Spain",1
1159,15690007,434,1,58,125801.03,2,60891.8,"Germany",0
1160,15690664,729,0,37,0,2,100862.54,"Spain",0
1161,15719348,513,1,35,0,1,76640.29,"France",0
1162,15781802,755,1,41,104817.41,1,126013.58,"France",0
1163,15752731,615,0,30,0,1,87347.82,"France",0
1164,15600997,747,0,32,67495.04,2,77370.37,"Germany",1
1165,15750776,850,0,36,164850.54,1,62722.44,"France",1
1166,15723907,712,0,49,154776.42,2,196257.68,"Germany",0
1167,15633419,622,0,28,143124.63,2,81723.8,"Germany",0
1168,15702430,548,0,35,0,1,31299.71,"France",1
1169,15710456,607,0,27,0,2,63495.86,"France",0
1170,15650351,653,0,38,102133.38,1,166520.96,"France",1
1171,15590820,699,0,26,79932.41,1,150242.44,"Spain",0
1172,15640454,693,1,40,120711.73,1,27345.18,"Germany",0
1173,15697789,647,0,43,122717.53,2,87000.39,"Germany",1
1174,15808182,478,0,36,92363.3,2,44912.7,"Spain",0
1175,15588670,705,1,40,203715.15,1,179978.68,"Spain",0
1176,15721292,719,0,39,0,2,145759.7,"Spain",0
1177,15604217,726,0,34,0,2,14121.61,"France",0
1178,15651369,626,0,21,0,2,66232.23,"France",0
1179,15782454,552,1,49,0,1,190296.76,"France",1
1180,15814032,807,0,31,93460.47,2,172782.69,"Germany",0
1181,15570326,621,0,34,0,2,99128.13,"France",1
1182,15624428,651,0,24,40224.7,1,178341.33,"Germany",1
1183,15755638,673,1,43,168069.73,1,146992.24,"France",1
1184,15600992,652,0,36,0,2,151314.98,"France",1
1185,15755649,584,0,47,130538.77,1,92915.84,"Germany",0
1186,15795228,756,0,37,132623.6,1,58974,"France",1
1187,15589257,670,0,35,103465.02,2,174627.06,"France",1
1188,15719302,765,1,50,126547.8,1,79579.94,"France",1
1189,15639882,528,0,30,128262.72,2,50771.16,"France",0
1190,15791279,701,1,40,169742.64,1,153537.55,"France",1
1191,15636935,797,0,29,0,2,132975.39,"France",1
1192,15686909,639,0,27,150795.81,1,85208.93,"Germany",1
1193,15589572,785,1,61,129855.72,2,170214.82,"Spain",0
1194,15779947,363,1,28,146098.43,3,100615.14,"Spain",0
1195,15573769,764,0,24,0,2,186105.99,"France",0
1196,15578866,676,0,43,0,1,55119.53,"France",1
1197,15739131,718,0,28,65643.3,1,28760.99,"Germany",0
1198,15813444,590,0,34,0,2,171021.44,"Spain",0
1199,15678058,584,0,38,104584.16,1,176678.72,"France",0
1200,15769169,645,0,41,0,1,28667.56,"France",1
1201,15804602,772,0,30,99785.28,2,197238.03,"Germany",0
1202,15651052,399,1,46,127655.22,1,139994.68,"Germany",0
1203,15724334,529,0,22,0,1,151169.83,"France",0
1204,15569451,463,0,35,101257.16,1,118113.64,"France",1
1205,15650098,630,0,40,0,2,34453.17,"France",1
1206,15724307,780,0,76,121313.88,1,64872.33,"France",1
1207,15599268,584,0,32,0,2,10956.82,"Spain",0
1208,15594864,752,0,30,81523.38,1,36885.85,"Germany",1
1209,15616451,697,0,47,128252.66,1,168053.4,"France",1
1210,15715667,850,0,32,0,2,155227,"France",0
1211,15658969,711,1,51,0,3,38409.79,"France",0
1212,15738174,452,0,32,0,2,75279.39,"France",1
1213,15813590,610,1,42,0,2,158302.59,"Spain",0
1214,15624229,694,0,22,0,2,11525.72,"France",1
1215,15674148,579,1,33,0,1,94993.04,"Spain",0
1216,15625080,745,1,54,0,1,173912.29,"Spain",0
1217,15682528,572,0,33,0,1,41139.05,"France",1
1218,15696900,505,0,29,145541.56,2,58019.95,"Germany",1
1219,15730038,706,1,23,0,1,164128.41,"France",0
1220,15812272,693,1,44,124601.58,2,46998.13,"Germany",1
1221,15654654,725,0,33,115182.84,2,177279.41,"Germany",1
1222,15697625,791,0,37,163789.49,2,75832.53,"France",0
1223,15616280,536,0,46,65733.41,1,61094.53,"France",0
1224,15654229,699,0,47,0,2,30117.44,"Spain",1
1225,15628298,500,0,47,128486.11,1,179227.12,"Spain",0
1226,15733387,707,0,53,109663.47,1,52110.45,"Spain",1
1227,15775572,531,0,42,88324.31,2,75248.75,"Germany",0
1228,15613844,557,0,28,146445.24,2,184317.74,"France",0
1229,15578515,659,0,38,0,2,158553.1,"France",0
1230,15607598,575,0,31,0,2,95686.42,"Spain",1
1231,15742480,775,0,36,109949.05,2,71682.54,"Germany",1
1232,15749482,772,0,30,78653.05,1,1790.48,"Spain",0
1233,15607537,587,1,46,107850.82,1,139431,"Germany",0
1234,15575410,667,0,39,83765.35,2,118358.54,"Germany",0
1235,15684865,771,0,66,143773.07,1,130827.88,"France",1
1236,15600700,523,0,63,116227.27,1,119404.63,"Germany",1
1237,15774155,662,0,33,103471.52,1,162703,"Germany",1
1238,15634267,717,0,42,0,2,172665.21,"France",0
1239,15619626,746,0,24,137492.35,2,170142.09,"France",1
1240,15660422,569,0,28,0,2,73977.23,"France",0
1241,15617934,579,0,36,129829.59,1,60906.12,"France",1
1242,15760774,519,0,21,146329.57,2,194867.27,"France",1
1243,15813132,696,0,30,114027.7,1,193716.56,"Germany",1
1244,15593331,693,0,25,146580.69,1,14633.35,"Germany",1
1245,15616709,587,0,38,132122.42,2,31730.32,"Germany",0
1246,15658052,626,1,44,81553.93,1,20063.63,"France",0
1247,15721189,666,0,66,0,2,99792.82,"France",1
1248,15711288,512,0,24,0,2,37654.31,"France",0
1249,15770030,689,0,28,0,2,192449.02,"Spain",1
1250,15803681,803,0,26,0,2,181208.47,"France",1
1251,15702789,548,0,32,175214.71,1,155165.61,"Germany",1
1252,15814930,588,1,40,125534.51,1,121504.18,"Germany",0
1253,15658306,693,0,68,97705.99,1,61569.07,"France",1
1254,15699523,499,0,55,126817.65,2,123269.71,"Germany",0
1255,15610383,628,1,46,46870.43,4,31272.14,"France",0
1256,15615032,624,0,46,0,2,62825.03,"Spain",1
1257,15781989,733,0,42,120094.93,1,184056.45,"France",0
1258,15647402,628,0,38,0,2,48924.73,"France",1
1259,15740494,633,0,33,0,2,191111.02,"France",0
1260,15701265,559,0,36,104356.94,2,54184.06,"Germany",1
1261,15743532,704,1,27,147004.34,1,64381.33,"Germany",0
1262,15794870,744,0,38,73023.17,2,78770.86,"Germany",0
1263,15747591,665,0,40,173432.55,1,116766.79,"Spain",1
1264,15726557,638,0,42,165679.92,1,32916.29,"France",0
1265,15732199,837,0,31,104678.62,1,50972.6,"Spain",1
1266,15662291,534,1,55,116973.26,3,122066.5,"France",0
1267,15749050,548,0,36,0,1,65996.9,"France",0
1268,15781586,837,0,38,126732.85,1,79577.38,"Germany",1
1269,15617078,658,0,44,148481.09,1,130529.13,"France",0
1270,15723339,554,0,38,137654.05,2,172629.67,"France",1
1271,15671322,724,0,30,115315.04,1,15216.53,"Germany",0
1272,15793854,723,0,42,99095.73,1,17512.53,"France",1
1273,15756539,585,0,39,165610.41,2,131852.01,"Germany",0
1274,15612064,474,1,33,0,2,181945.52,"France",0
1275,15625916,562,0,32,161628.66,1,91482.5,"Spain",0
1276,15683195,719,0,32,146605.27,1,77119.45,"France",1
1277,15690182,635,1,37,113488.68,1,95611.74,"Germany",0
1278,15721719,743,0,42,77002.2,2,80428.42,"France",1
1279,15641690,681,0,67,0,2,163714.92,"Spain",1
1280,15634896,521,0,39,0,2,27375.15,"France",1
1281,15671590,741,0,25,0,2,73873.65,"Spain",1
1282,15779182,790,1,46,182364.53,1,139266.48,"Spain",0
1283,15778287,622,0,35,0,2,131772.51,"France",1
1284,15609510,669,0,45,149364.58,1,173454.07,"France",1
1285,15742229,583,0,59,127450.14,1,67552.71,"France",1
1286,15658532,520,0,63,162278.32,1,34765.33,"Spain",1
1287,15590993,579,0,37,152212.88,2,120219.14,"Spain",0
1288,15565701,698,0,39,161993.89,1,90212.38,"Spain",0
1289,15597239,548,0,39,131468.44,1,164975.82,"Spain",0
1290,15688880,672,1,40,102980.44,1,1285.81,"Germany",0
1291,15813917,653,0,31,143321.97,1,83679.46,"Germany",0
1292,15679611,734,0,37,130404.92,1,34548.74,"Spain",0
1293,15636589,794,0,41,0,2,74275.08,"France",1
1294,15687752,641,0,30,87505.47,2,7278.57,"France",1
1295,15584363,824,0,30,133634.02,1,162053.92,"France",1
1296,15737748,534,0,33,151233.62,1,199336.63,"Spain",0
1297,15803365,653,0,55,70263.83,1,62347.71,"Spain",1
1298,15793247,498,0,34,0,2,91711.66,"France",1
1299,15572360,683,0,30,57657.49,1,79240.9,"France",0
1300,15795166,618,0,42,153572.31,2,76679.6,"Germany",1
1301,15724620,538,0,37,134752.08,1,162511.55,"France",0
1302,15800856,643,0,34,83132.09,1,21360.88,"Spain",1
1303,15671097,428,0,31,0,2,54487.43,"France",0
1304,15683930,593,1,32,134096.53,2,53931.05,"Germany",0
1305,15749004,718,0,31,118100.59,2,103165.15,"France",0
1306,15800434,811,1,52,76915.4,1,146359.81,"Germany",0
1307,15709117,823,1,46,81576.75,1,28370.95,"Spain",1
1308,15638806,645,0,49,0,2,10023.15,"Spain",0
1309,15662294,710,0,33,118327.17,2,192928.82,"France",1
1310,15690079,591,0,30,124857.69,2,50485.7,"Spain",0
1311,15759317,748,0,27,90971.85,1,131662.47,"Germany",1
1312,15750497,850,0,37,153147.75,1,152235.3,"France",1
1313,15596181,542,1,38,65942.26,1,68093.23,"France",1
1314,15576602,809,0,38,0,2,80061.31,"France",1
1315,15644833,675,1,54,0,1,149583.67,"France",0
1316,15734634,607,0,27,100912.19,1,7631.27,"Spain",0
1317,15808689,850,0,31,0,2,33082.81,"France",1
1318,15720702,789,1,37,0,1,121883.87,"France",0
1319,15665077,598,1,43,0,3,100722.72,"France",1
1320,15763612,756,0,41,124439.49,2,47093.11,"Germany",1
1321,15596493,687,0,47,0,2,177624.01,"France",1
1322,15704483,724,0,40,0,2,106149.48,"France",0
1323,15598846,700,0,44,58781.76,1,16874.92,"France",0
1324,15629244,635,1,50,159453.64,2,54560.79,"Spain",0
1325,15765537,687,0,26,142721.52,1,153605.75,"Germany",1
1326,15729975,613,0,46,167795.6,1,44390.38,"France",1
1327,15682773,781,0,38,128345.69,2,63218.85,"France",0
1328,15688007,703,0,20,165260.98,1,41626.78,"Spain",1
1329,15574331,593,1,62,118233.81,1,24765.53,"Germany",1
1330,15645572,743,1,40,0,1,28280.8,"France",0
1331,15742854,640,0,46,0,2,89043.19,"Spain",0
1332,15575417,849,0,37,143452.74,2,17294.12,"Germany",1
1333,15796721,778,0,38,145018.49,2,126702.41,"France",1
1334,15734942,539,0,38,82407.51,1,13123.41,"Germany",0
1335,15664772,489,0,28,79460.98,2,167973.63,"Germany",1
1336,15576683,568,1,43,0,1,125870.79,"Spain",0
1337,15682563,618,0,38,126473.99,1,91972.49,"Spain",0
1338,15650889,710,0,30,133537.1,2,155593.74,"Germany",0
1339,15612108,625,0,52,164978.01,1,67788.49,"France",1
1340,15761132,682,0,46,128029.72,1,62615.35,"Spain",1
1341,15645511,727,1,43,97403.18,1,107415.02,"Spain",1
1342,15609824,794,1,41,176845.41,3,166526.26,"France",0
1343,15640268,652,0,71,0,1,120107.1,"Spain",1
1344,15645778,670,0,42,81589.04,1,188227.8,"Spain",0
1345,15691104,460,1,40,119507.58,2,91560.63,"Germany",0
1346,15714567,568,0,26,0,2,166495.2,"Spain",0
1347,15777826,643,0,30,94443.77,1,165614.4,"France",1
1348,15668445,521,0,37,0,2,86372.24,"France",1
1349,15576162,615,0,32,92199.84,1,2755.53,"France",1
1350,15778135,575,0,43,0,1,83594.51,"Spain",0
1351,15613141,717,0,41,135756.96,1,103706.41,"France",1
1352,15635435,648,1,54,120633.42,1,5924.38,"France",0
1353,15596552,535,1,48,134542.73,1,58203.67,"Germany",1
1354,15623644,626,0,29,0,2,49361.84,"Spain",0
1355,15683403,611,1,52,0,1,73585.18,"Spain",1
1356,15615029,734,0,39,0,1,95135.27,"Spain",1
1357,15769005,709,0,49,154344.49,2,38794.57,"France",1
1358,15746326,591,0,43,0,2,198926.36,"France",1
1359,15722364,664,0,43,189026.53,2,56099.86,"France",1
1360,15704954,431,0,37,120764.08,1,117023.08,"France",1
1361,15694409,647,0,22,97975.82,2,62083,"Germany",1
1362,15754068,578,0,32,0,2,141822.8,"France",1
1363,15683841,555,0,41,113270.2,2,185387.14,"Germany",1
1364,15789095,775,0,30,0,2,57461.13,"Spain",1
1365,15719958,850,0,39,124548.99,2,120380.12,"Germany",1
1366,15689514,625,1,43,201696.07,1,133020.9,"France",0
1367,15621353,645,0,37,0,2,13589.93,"Spain",0
1368,15627232,608,1,44,114203.47,1,77830.36,"Germany",1
1369,15745843,689,0,31,0,2,136610.02,"Spain",1
1370,15722902,652,1,50,125437.64,1,17160.94,"Germany",1
1371,15791767,769,0,26,0,2,176843.53,"France",0
1372,15792722,611,0,43,64897.75,1,114996.33,"France",0
1373,15723006,489,0,38,0,2,196990.79,"France",1
1374,15771942,528,1,46,135555.66,1,133146.03,"Germany",0
1375,15774738,632,0,44,107764.75,1,185667.72,"France",0
1376,15574004,429,0,27,117307.44,2,24020.49,"France",1
1377,15587233,457,1,41,73700.12,3,185750.02,"France",1
1378,15808228,768,0,44,60603.4,1,178045.97,"Spain",1
1379,15682834,715,0,35,40169.88,2,199857.47,"Spain",1
1380,15571752,668,0,32,92041.87,1,43595.9,"Germany",1
1381,15743067,625,0,26,130483.95,1,122810.53,"Germany",0
1382,15714466,846,1,41,0,3,3440.47,"France",0
1383,15617982,661,0,42,0,2,35989.41,"Spain",0
1384,15696637,571,0,23,151097.28,1,17163.75,"France",1
1385,15690647,582,1,46,67563.31,1,44506.09,"Spain",0
1386,15672756,716,0,35,112808.18,1,17848.3,"France",1
1387,15704586,758,0,42,0,2,76209.56,"France",1
1388,15674526,725,0,66,86459.8,1,141476.56,"France",1
1389,15775295,630,1,40,118633.08,1,60032.46,"France",1
1390,15684196,627,1,55,159441.27,1,100686.11,"France",0
1391,15727281,653,0,27,0,2,96429.29,"France",0
1392,15787835,775,1,38,125212.65,2,15795.88,"Germany",1
1393,15730540,794,0,45,88656.37,2,116547.31,"Spain",0
1394,15646276,831,0,32,146033.62,1,191260.74,"France",0
1395,15582180,561,0,29,120268.13,1,173870.39,"France",1
1396,15697095,705,0,46,0,2,117273.35,"Spain",0
1397,15748797,636,1,33,0,1,92277.47,"Spain",0
1398,15754796,487,1,46,135070.58,2,44244.49,"Germany",1
1399,15628947,693,1,38,0,2,78133.48,"France",0
1400,15775546,517,0,29,0,2,103402.88,"Spain",0
1401,15670481,684,0,27,122550.05,2,137835.82,"France",1
1402,15619029,620,0,43,0,2,20670.1,"Spain",0
1403,15613282,757,0,29,130306.49,1,77469.38,"France",0
1404,15721487,739,0,27,0,1,57572.38,"France",1
1405,15797276,662,1,41,90350.77,1,75884.65,"Spain",0
1406,15612494,359,1,44,128747.69,1,146955.71,"France",0
1407,15629617,572,0,23,126873.52,1,67040.12,"Spain",1
1408,15600821,721,0,69,108424.19,1,178418.35,"France",1
1409,15579062,707,0,32,0,2,30807.02,"France",0
1410,15814268,444,0,40,84350.07,1,143835.76,"France",0
1411,15710164,523,1,73,0,2,130883.9,"France",0
1412,15693904,685,0,30,84958.6,2,194343.72,"Germany",1
1413,15588986,673,0,29,99097.36,1,9796.69,"Germany",1
1414,15797733,503,0,30,136622.55,2,47310.24,"Germany",0
1415,15620507,485,0,30,156771.68,1,141148.21,"Germany",1
1416,15685150,799,0,28,167658.33,2,111138.25,"Germany",1
1417,15667651,585,0,33,0,2,114182.07,"Spain",0
1418,15774166,607,0,24,109483.54,2,127560.77,"Germany",1
1419,15649280,521,0,40,134504.78,1,18082.06,"Germany",0
1420,15705657,535,0,44,114427.86,1,136330.26,"France",1
1421,15753969,724,0,45,83888.54,1,34121.81,"Spain",1
1422,15742378,520,0,32,110029.77,1,56246.69,"Germany",0
1423,15794874,696,0,41,127523.75,1,191417.42,"Spain",1
1424,15589221,657,0,30,139762.13,2,23317.88,"Germany",1
1425,15596671,603,1,42,91611.12,1,144675.3,"Spain",0
1426,15583668,726,0,42,109471.79,1,175161.05,"France",1
1427,15710206,591,0,39,150500.64,1,14928.8,"France",0
1428,15799966,792,1,59,101609.77,1,161479.19,"Germany",0
1429,15794560,550,0,57,0,1,133501.94,"France",1
1430,15626485,601,0,26,78892.23,1,23703.52,"France",1
1431,15703143,820,0,29,82344.84,1,115985.38,"France",1
1432,15809772,667,0,48,0,1,43229.2,"France",0
1433,15687959,573,0,44,0,1,94862.93,"Spain",1
1434,15585282,755,0,62,127706.33,2,142377.69,"France",1
1435,15714993,552,0,41,124349.34,1,135635.25,"France",0
1436,15596021,598,0,44,0,2,148487.9,"Spain",0
1437,15646615,576,0,28,119336.29,2,58976.85,"Germany",1
1438,15742632,670,0,31,0,1,76254.83,"France",1
1439,15574068,504,1,56,104217.3,1,55857.48,"Germany",0
1440,15806967,778,0,65,0,1,77867.23,"France",1
1441,15796334,558,1,39,144757.02,1,22878.16,"Germany",0
1442,15688713,627,0,44,0,1,114469.55,"Spain",1
1443,15796179,683,0,43,0,1,96754.8,"France",0
1444,15598751,556,1,43,0,3,125154.57,"France",0
1445,15703019,583,0,38,0,2,113597.64,"France",1
1446,15646302,705,0,24,100169.51,1,121408.55,"France",0
1447,15680855,637,0,33,145731.83,1,109219.43,"France",1
1448,15697311,697,1,56,110802.03,1,50230.31,"Spain",1
1449,15585367,555,1,46,120392.99,1,177719.88,"Germany",0
1450,15726556,594,0,26,135067.52,2,131211.86,"Germany",0
1451,15676242,632,1,31,136556.44,1,82152.83,"Spain",0
1452,15684198,551,0,38,0,2,216.27,"France",1
1453,15774882,687,1,35,99587.43,1,1713.1,"France",1
1454,15714227,672,0,53,0,1,136910.18,"France",1
1455,15608653,521,1,34,70731.07,1,20243.97,"Spain",1
1456,15784280,686,0,35,109342.82,2,86043.27,"Germany",1
1457,15789546,639,0,28,0,2,126561.07,"Spain",0
1458,15590320,850,0,66,0,2,64350.8,"France",1
1459,15678385,465,0,25,78247.31,2,10472.31,"France",1
1460,15571778,817,1,55,117561.49,1,95941.55,"France",0
1461,15657085,578,0,23,88980.32,1,125222.36,"France",1
1462,15640627,611,0,34,0,2,170950.58,"Spain",0
1463,15566211,616,1,41,103560.57,1,236.45,"Germany",0
1464,15669293,517,0,37,113308.84,1,31517.16,"France",1
1465,15595067,637,0,40,0,2,181610.6,"Spain",1
1466,15753566,806,0,32,63763.49,1,156593.09,"France",0
1467,15650391,633,0,29,169988.35,1,4272,"France",0
1468,15681843,624,0,35,180303.24,2,163587.9,"Germany",0
1469,15814846,691,1,52,0,1,175843.68,"France",0
1470,15670374,819,1,49,120656.86,4,166164.3,"Germany",0
1471,15762332,568,0,31,61592.14,2,61796.64,"Germany",1
1472,15700223,806,0,48,164701.68,1,21439.49,"France",1
1473,15729956,726,0,26,80780.16,1,19225.85,"Spain",1
1474,15594862,552,0,36,0,2,132547.02,"France",0
1475,15598782,755,0,30,154221.37,2,62688.55,"Germany",1
1476,15745080,634,0,26,0,1,21760.96,"France",0
1477,15703399,756,0,26,101641.14,2,154460.68,"France",1
1478,15732175,776,0,37,0,1,8065,"France",1
1479,15630725,649,1,45,92786.66,1,173365.9,"France",0
1480,15640260,595,0,32,131081.66,2,69428.79,"Germany",1
1481,15716822,646,0,30,98014.74,1,12757.14,"France",1
1482,15583748,592,0,38,0,2,180426.2,"Spain",0
1483,15605968,574,0,26,97460.1,1,43093.67,"France",1
1484,15790683,850,0,36,104077.19,2,68594,"France",1
1485,15607713,850,0,29,0,2,197996.65,"Spain",1
1486,15700212,475,1,46,0,2,122953,"France",0
1487,15626710,642,0,39,0,1,76821.24,"France",1
1488,15716491,710,1,51,93656.95,1,141400.51,"Spain",1
1489,15625824,596,1,30,121345.88,4,41921.75,"Spain",0
1490,15617705,609,0,39,141675.23,1,175664.25,"France",1
1491,15761976,797,0,31,0,2,117916.63,"Spain",0
1492,15634891,504,1,43,102365.49,1,194690.77,"Germany",0
1493,15744517,735,1,50,0,1,166677.35,"Spain",0
1494,15686963,680,0,30,0,1,160131.58,"Spain",0
1495,15808189,449,0,52,0,2,123622,"France",1
1496,15580845,685,0,57,101868.51,1,113483.96,"Germany",1
1497,15799156,569,0,38,0,2,79618.79,"Spain",0
1498,15694296,631,0,35,112392.45,2,24472.23,"France",0
1499,15677049,595,0,25,106570.34,2,177025.79,"Germany",1
1500,15583595,461,0,28,0,1,103349.74,"France",1
1501,15590146,630,1,50,81947.76,1,63606.22,"France",1
1502,15801548,661,0,31,144162.3,2,14490.79,"France",1
1503,15660833,796,0,39,86350.87,2,105080.53,"Germany",0
1504,15762277,710,1,47,158623.14,1,83499.89,"France",0
1505,15791302,741,0,32,0,2,143598.7,"France",0
1506,15798975,606,1,48,132403.56,1,36091.91,"Germany",0
1507,15599956,747,0,27,0,2,13007.89,"France",0
1508,15577274,549,0,43,134985.66,1,6101.41,"Germany",0
1509,15701200,576,0,36,0,2,48314,"France",1
1510,15638149,528,0,37,103772.45,1,197111.99,"France",0
1511,15786199,535,0,33,133040.32,1,110299.78,"France",1
1512,15701765,575,0,37,0,2,30114.32,"Spain",0
1513,15586974,656,0,39,0,2,98894.64,"France",1
1514,15729040,440,0,42,0,2,49826.68,"France",0
1515,15788676,539,0,38,71460.67,2,10074.05,"Spain",1
1516,15602497,850,0,39,133214.13,1,20769.88,"Spain",1
1517,15701333,646,0,37,96558.66,1,163427.18,"France",0
1518,15812071,744,0,54,93806.31,2,140068.77,"France",1
1519,15634375,710,0,36,0,2,83206.19,"Spain",0
1520,15738267,544,1,64,124043.8,1,111402.97,"France",1
1521,15786800,723,1,52,131694.97,1,92873.5,"Germany",1
1522,15591130,507,0,29,0,2,94780.9,"Spain",1
1523,15720662,787,0,35,106266.8,1,16607.15,"France",1
1524,15751531,598,0,41,0,2,161954.43,"Spain",1
1525,15653595,796,0,51,0,2,194733.28,"France",1
1526,15568360,569,0,41,139840.36,1,163524.7,"Spain",1
1527,15781210,711,0,34,0,2,48260.19,"France",0
1528,15668058,661,0,35,124098.54,1,86678.48,"Germany",0
1529,15597131,415,0,32,145807.59,1,3064.65,"France",1
1530,15697283,578,0,23,0,2,112124.98,"Spain",0
1531,15640953,611,0,26,107508.93,2,120801.65,"France",1
1532,15715031,600,0,28,0,2,52193.23,"France",1
1533,15589660,661,0,32,145980.23,1,56636.28,"Germany",1
1534,15769818,850,0,37,212778.2,1,69372.88,"France",1
1535,15782736,573,1,47,152522.47,1,164038.07,"Germany",1
1536,15614818,764,0,33,168964.77,1,118982.51,"Spain",1
1537,15794014,838,0,34,0,2,27472.07,"France",0
1538,15732448,821,0,28,0,1,36754.13,"France",1
1539,15723411,607,0,36,98266.3,1,46416.36,"Spain",1
1540,15797686,558,0,38,113000.92,1,152872.39,"France",1
1541,15605950,530,0,23,137060.88,2,165227.23,"Germany",1
1542,15812497,654,0,37,112146.12,1,75927.35,"Germany",0
1543,15690678,530,0,33,129307.32,1,172930.28,"France",1
1544,15747677,656,0,69,163975.09,1,36108.5,"Spain",1
1545,15618926,520,0,43,0,2,36202.74,"Spain",1
1546,15673908,602,0,42,158414.85,1,131886.46,"Germany",1
1547,15727944,701,0,48,92072.68,1,133992.36,"Germany",1
1548,15807294,653,0,30,88243.29,2,96658.26,"Spain",1
1549,15618581,668,0,25,0,2,135112.09,"Spain",1
1550,15584364,652,1,48,59486.31,1,163944.18,"France",0
1551,15599552,639,0,54,0,2,53843.71,"Spain",1
1552,15749177,730,0,52,0,2,122398.84,"Spain",1
1553,15718779,780,0,34,0,1,64804.04,"France",1
1554,15568106,592,0,38,119278.01,2,19370.73,"France",1
1555,15779481,628,0,34,158741.43,2,126192.54,"France",1
1556,15709994,658,1,40,140596.95,1,135459.02,"France",1
1557,15772777,850,0,29,0,2,94815.04,"Spain",1
1558,15706815,515,1,37,90432.92,1,188366.04,"Germany",1
1559,15618018,571,0,35,104783.81,2,178512.52,"France",1
1560,15671032,760,0,42,77992.97,2,97906.38,"Germany",1
1561,15634281,720,0,43,110822.9,1,72861.94,"Germany",0
1562,15766374,632,0,42,119624.6,2,195978.86,"Germany",1
1563,15600991,694,1,31,109052.59,2,19448.93,"Germany",1
1564,15777576,559,0,40,139129.44,1,32635.54,"Spain",1
1565,15742613,773,0,42,152324.66,2,171733.22,"Germany",0
1566,15649523,581,0,38,0,2,46176.22,"France",0
1567,15651063,524,0,37,127480.58,2,179634.69,"Germany",0
1568,15683124,713,1,53,115029.4,1,191521.32,"France",0
1569,15618314,676,0,40,114005.78,1,67998.45,"France",1
1570,15670823,651,1,42,116646.76,1,44731.8,"Germany",0
1571,15607133,717,1,49,110864.38,2,124532.9,"Spain",1
1572,15615012,594,0,23,156267.59,1,160968.44,"France",0
1573,15725141,716,1,44,109528.28,1,27341.63,"France",0
1574,15623560,668,0,35,102482.76,1,53994.64,"France",1
1575,15693018,678,0,23,115563.71,1,91633.53,"Germany",1
1576,15636756,545,0,23,0,2,189613.12,"France",0
1577,15647474,613,0,40,95624.36,2,60706.33,"France",1
1578,15576714,687,0,21,0,2,154767.34,"Spain",1
1579,15585047,715,0,28,160376.61,1,196853.11,"France",0
1580,15743976,618,0,41,37702.79,1,195775.48,"Germany",1
1581,15793881,721,0,35,118273.83,1,3086.89,"France",1
1582,15576517,445,0,34,131082.17,2,70618,"Germany",1
1583,15631072,690,0,38,94456,2,55034.02,"France",1
1584,15730394,709,1,43,0,2,168035.62,"France",0
1585,15631460,671,0,42,0,2,128449.33,"Spain",1
1586,15692002,538,0,33,93791.38,1,199249.29,"France",1
1587,15595282,735,0,33,0,2,149474.69,"France",0
1588,15789548,592,0,37,0,2,126726.33,"France",1
1589,15758035,747,0,61,155973.13,1,147554.26,"France",1
1590,15617518,675,0,36,89409.95,1,149399.7,"Germany",1
1591,15651802,632,0,39,97854.37,2,93536.38,"Spain",0
1592,15631813,621,0,39,0,2,58883.91,"France",1
1593,15729668,521,0,29,60280.62,1,154271.41,"Spain",0
1594,15741728,591,0,36,135216.8,1,122022.89,"Spain",1
1595,15576676,706,0,28,124923.35,2,50299.14,"Germany",1
1596,15711378,677,0,38,0,2,187800.63,"France",0
1597,15765520,769,0,27,188614.07,1,171344.09,"Germany",0
1598,15656726,771,0,32,62321.62,1,40920.59,"France",1
1599,15647842,601,1,48,120782.7,1,63940.68,"Germany",0
1600,15719309,670,0,42,115961.58,2,29483.87,"France",1
1601,15748718,517,0,28,115062.61,1,179056.23,"France",0
1602,15594404,834,0,49,160602.25,2,129273.94,"France",0
1603,15751158,571,1,42,108825.34,3,55558.51,"France",0
1604,15593470,576,0,36,166287.85,1,23305.85,"Germany",1
1605,15695129,718,0,31,152663.77,1,17128.64,"France",1
1606,15640865,636,0,31,80844.69,2,74641.9,"Germany",1
1607,15714080,566,0,40,97001.36,2,154486.01,"Germany",0
1608,15648721,711,0,64,0,2,3185.67,"France",1
1609,15801466,574,0,39,122524.61,2,88463.63,"France",0
1610,15750248,619,0,35,132292.63,1,65682.93,"France",0
1611,15758726,588,0,24,0,2,140586.08,"France",1
1612,15781553,760,1,49,91502.99,1,117232.9,"Germany",0
1613,15649121,665,1,52,0,1,116137.01,"France",0
1614,15674811,739,0,29,59385.98,2,105533.96,"Germany",1
1615,15646037,641,0,77,0,3,81514.06,"France",1
